gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000174799,875.7859190876727,1.260856470192472,0.09717751364694097,12.974775983396055,1.700929136301903e-38,3.913448302476107e-37,CEP135
ENSG00000071246,768.7714000126092,2.8386077936508434,0.22961615331705323,12.362404615895219,4.174787470210598e-35,8.386104330785538e-34,VASH1
ENSG00000167552,8491.035087614124,5.244160935858978,0.46859251287525733,11.191303300347462,4.497733825109613e-29,6.91406602946026e-28,TUBA1A
ENSG00000118777,121.64113736202941,9.425586756980287,1.1712991966432473,8.047121336710964,8.476413495134933e-16,6.667197075559634e-15,ABCG2
ENSG00000143384,7929.32374464397,0.6588606255912856,0.08798992401732748,7.487909927749669,6.997902272521505e-14,4.808986064975222e-13,MCL1
ENSG00000164305,546.0099082710807,-0.9566762203502053,0.12855586491841473,-7.441715871596677,9.93858072136395e-14,6.736758268981645e-13,CASP3
ENSG00000171791,391.8742684777018,1.8537619941885009,0.25380955443760406,7.303751816183993,2.798523722080091e-13,1.831004042529758e-12,BCL2
ENSG00000101639,1325.2064339890956,0.5113085510942181,0.07195694824320144,7.105756477693967,1.1966525381983565e-12,7.478093980108246e-12,CEP192
ENSG00000166851,4771.055866352529,-1.3854214975459274,0.21465567433151725,-6.4541573469251174,1.0882269979222969e-10,5.72937253366802e-10,PLK1
ENSG00000124659,679.2219650155512,0.5470700366700719,0.08960335613150089,6.105463682266522,1.0250266152750426e-9,4.93861416506248e-9,TBCC
ENSG00000114999,3044.270383579588,-0.4809266750245484,0.08573486504520793,-5.6094644199994494,2.0295371585320353e-8,8.652869546712807e-8,TTL
ENSG00000142945,3170.581409783154,-0.42466695556517836,0.07741086566471163,-5.4858830465032025,4.114090313340598e-8,1.695216188086754e-7,KIF2C
ENSG00000134057,5982.440342752332,0.4370132690476949,0.08545534196650892,5.113937396903358,3.1551196081487763e-7,1.180612640763677e-6,CCNB1
ENSG00000177868,296.46320697253395,-0.47185153614982134,0.09876359094205975,-4.777585865895013,1.7741229863699953e-6,6.112005822601512e-6,SVBP
ENSG00000105254,2286.6451011343624,0.3798548063665252,0.08139694779962404,4.666695946654153,3.060817462591265e-6,1.0234240974871018e-05,TBCB
ENSG00000131711,13788.507809660061,0.9031512135348848,0.23151838185968734,3.9009913868620734,9.57995597379195e-5,2.6164839880832476e-4,MAP1B
ENSG00000103222,2909.2278034285,-0.2170325583910674,0.05730845718824512,-3.787094768197393,1.5241897877868216e-4,4.0439228926409055e-4,ABCC1
ENSG00000138160,2959.1681905974306,-0.4985243959318181,0.13269598438063063,-3.756891350244859,1.7203714382360327e-4,4.519652881814507e-4,KIF11
ENSG00000176014,19015.683991300724,-0.34344528442746086,0.09189897233210217,-3.7372048425778583,1.8607732475527328e-4,4.8622156240930755e-4,TUBB6
ENSG00000117650,759.3742844230309,-0.6970647984985596,0.18653456408612343,-3.736920296319578,1.8628794178965891e-4,4.867110295057234e-4,NEK2
ENSG00000117399,5592.978039809699,-0.44793355213939245,0.13456093821752457,-3.328852771636336,8.720448941474429e-4,0.002040991472511117,CDC20
ENSG00000123416,63439.04586893233,-0.3600254704074065,0.1345168913235422,-2.676433174042563,0.007441040313843283,0.014506417804824565,TUBA1B
ENSG00000284770,538.7754063163933,-0.692367167624115,0.2813535908120043,-2.4608435443311723,0.013861079684961388,0.02543003562821888,TBCE
ENSG00000141556,3097.0208989153584,-0.83354782928945,0.3806541904952811,-2.189777099799939,0.028540406323132546,0.0486724594691071,TBCD
