gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000105976,7614.005070692392,0.6876702786838,0.22080169413926942,3.114424829775336,0.0018430391198148853,0.005871052560223419,MET
ENSG00000213281,2904.4243956625223,-0.2920660079688081,0.09552537784066732,-3.0574703243358328,0.0022321374186891267,0.0069246053560426905,NRAS
ENSG00000171608,996.9774937480397,1.598436109449705,0.5569618813725371,2.869920120045977,0.0041057550586140815,0.01170752556709882,PIK3CD
ENSG00000136158,424.4530538424123,-0.719735011677748,0.2512128200811179,-2.865040930018388,0.004169553453910899,0.011859197206917915,SPRY2
ENSG00000160691,9615.601351257565,0.3055019682192929,0.10803840603695153,2.8277163596323738,0.004688132382556863,0.013096460276880613,SHC1
ENSG00000164056,38.0269646243459,-1.1561381917931015,0.411590338563843,-2.808953669386896,0.004970279879754134,0.013771065733600353,SPRY1
ENSG00000122870,1427.8644471865705,0.7016545871488886,0.25089517834354985,2.7966045094263055,0.005164270579198938,0.01423343193235313,BICC1
ENSG00000070614,6734.258338156451,0.5130128668741677,0.18748925390533155,2.7362254432630144,0.006214843233009553,0.016718612996408862,NDST1
ENSG00000141736,2398.031665541862,-0.4909573920010983,0.1798827748344438,-2.7293185378808724,0.006346536712591603,0.017014033502835577,ERBB2
ENSG00000179295,6216.404633647339,0.32764661097415587,0.13138768687518881,2.4937390920459874,0.012640542078182262,0.030611884632375096,PTPN11
ENSG00000138685,2065.750599885028,-0.43078299091042305,0.18142986846328346,-2.374377463640183,0.01757856982605376,0.04057737581370813,FGF2
